ID,Name,Type,Layer,FC,P_value
R09102,Bis(4-hydroxyphenyl)methane <=> Bis(4-hydroxyphenyl)methanol,Reaction,Reactions,,
R09103,"Bis(4-hydroxyphenyl)methanol <=> 4,4'-Dihydroxybenzophenone",Reaction,Reactions,,
R09104,"4,4'-Dihydroxybenzophenone <=> 4-Hydroxyphenyl-4-hydroxybenzoate",Reaction,Reactions,,
R09105,4-Hydroxyphenyl-4-hydroxybenzoate + H2O <=> 4-Hydroxybenzoate + Hydroquinone,Reaction,Reactions,,
R09106,feruloyl-CoA:16-hydroxypalmitate feruloyltransferase; Feruloyl-CoA + 16-Hydroxypalmitate <=> CoA + 16-Feruloyloxypalmitate,Reaction,Reactions,,
R09107,N-acetyl-L-citrulline amidohydrolase; N-Acetyl-L-citrulline + H2O <=> Acetate + L-Citrulline,Reaction,Reactions,,
R09108,Palustradiene <=> Palustradienol,Reaction,Reactions,,
R09109,Palustradienol <=> Palustradienal,Reaction,Reactions,,
R09110,Palustradienal <=> Palustric acid,Reaction,Reactions,,
R09111,"(+)-copalyl diphosphate-lyase (isopimara-7,15-diene-forming); Copalyl diphosphate <=> Isopimara-7,15-diene + Diphosphate",Reaction,Reactions,,
R09112,"Isopimara-7,15-diene <=> Isopimaradienol",Reaction,Reactions,,
R09113,Isopimaradienol <=> Isopimaradienal,Reaction,Reactions,,
R09114,Isopimaradienal <=> Isopimaric acid,Reaction,Reactions,,
R09115,9alpha-copalyl-diphosphate diphosphate-lyase (stemar-13-ene-forming); 9alpha-Copalyl diphosphate <=> Stemar-13-ene + Diphosphate,Reaction,Reactions,,
R09116,9alpha-copalyl-diphosphate diphosphate-lyase [stemod-13(17)-ene-forming]; 9alpha-Copalyl diphosphate <=> Stemod-13(17)-ene + Diphosphate,Reaction,Reactions,,
R09117,"9alpha-copalyl-diphosphate diphosphate-lyase (9beta-pimara-7,15-diene-forming); 9alpha-Copalyl diphosphate <=> 9beta-Pimara-7,15-diene + Diphosphate",Reaction,Reactions,,
R09118,"9beta-Pimara-7,15-dien-19-oate <=> 3beta-Hydroxy-9beta-pimara-7,15-diene-19,6beta-olide",Reaction,Reactions,,
R09119,"ent-copalyl-diphosphate diphosphate-lyase (ent-cassa-12,15-diene-forming); ent-Copalyl diphosphate <=> ent-Cassa-12,15-diene + Diphosphate",Reaction,Reactions,,
R09120,"ent-copalyl-diphosphate diphosphate-lyase [ent-sandaracopimara-8(14),15-diene-forming]; ent-Copalyl diphosphate <=> (+)-Sandaracopimaradiene + Diphosphate",Reaction,Reactions,,
R09121,"ent-copalyl-diphosphate diphosphate-lyase [ent-pimara-8(14),15-diene-forming]; ent-Copalyl diphosphate <=> ent-Pimara-8(14),15-diene + Diphosphate",Reaction,Reactions,,
R09122,"geranylgeraniol,[reduced NADPH---hemoprotein reductase]:oxygen oxidoreductase (18-hydroxylating); Geranylgeraniol + [Reduced NADPH---hemoprotein reductase] + Oxygen <=> Plaunotol + [Oxidized NADPH---hemoprotein reductase] + H2O",Reaction,Reactions,,
R09123,"geranylgeranyl diphosphate-lyase (fusicocca-2,10(14)-diene-forming); Geranylgeranyl diphosphate <=> Fusicocca-2,10(14)-diene + Diphosphate",Reaction,Reactions,,
R09124,trimethylamine:coenzyme M methyltransferase; Trimethylamine + Coenzyme M <=> 2-(Methylthio)ethanesulfonate + Dimethylamine,Reaction,Reactions,,
R09125,"2,5-dihydroxypyridine:oxygen 5,6-oxidoreductase; 2,5-Dihydroxypyridine + Oxygen <=> N-Formylmaleamic acid",Reaction,Reactions,,
R09126,N-formylmaleamic acid amidohydrolase; N-Formylmaleamic acid + H2O <=> Maleamate + Formate,Reaction,Reactions,,
R09127,ethanol:cytochrome c oxidoreductase; Ethanol + 2 Ferricytochrome cL <=> Acetaldehyde + 2 Ferrocytochrome cL + 2 H+,Reaction,Reactions,,
R09128,2-chloroethanol:cytochrome c oxidoreductase; 2-Chloroethanol + 2 Ferricytochrome cL <=> Chloroacetaldehyde + 2 Ferrocytochrome cL + 2 H+,Reaction,Reactions,,
R09129,S-(hydroxymethyl)mycothiol:NAD+ oxidoreductase; S-(Hydroxymethyl)mycothiol + NAD+ <=> S-Formylmycothiol + NADH + H+,Reaction,Reactions,,
R09130,"1,2,3,4-Tetrachlorobenzene + Oxygen + NADH + H+ <=> cis-Chlorobenzene dihydrodiol + NAD+",Reaction,Reactions,,
R09131,"1,2,3,4-Tetrachlorobenzene + Oxygen + NADPH + H+ <=> cis-Chlorobenzene dihydrodiol + NADP+",Reaction,Reactions,,
R09132,cis-Chlorobenzene dihydrodiol + NAD+ <=> Tetrachlorocatechol + NADH + H+,Reaction,Reactions,,
R09133,cis-Chlorobenzene dihydrodiol + NADP+ <=> Tetrachlorocatechol + NADPH + H+,Reaction,Reactions,,
R09134,"tetrachlorocatechol:oxygen 1,2-oxidoreductase; Tetrachlorocatechol + Oxygen <=> Tetrachloro-cis,cis-muconate",Reaction,Reactions,,
R09135,"2,3,5-trichlorodienelactone lyase (decyclizing); Tetrachloro-cis,cis-muconate <=> 2,3,5-Trichlorodienelactone + Hydrochloric acid",Reaction,Reactions,,
R09136,"2,3,5-trichlorodienelactone lactonohydrolase; 2,3,5-Trichlorodienelactone + H2O <=> 2,3,5-Trichloromaleylacetate",Reaction,Reactions,,
R09137,"2,4-dichloro-3-oxoadipate:NAD+ oxidoreductase; 2,3,5-Trichloromaleylacetate + 2 NADH + 2 H+ <=> 2,4-Dichloro-3-oxoadipate + 2 NAD+ + Hydrochloric acid",Reaction,Reactions,,
R09138,"2,4-dichloro-3-oxoadipate:NADP+ oxidoreductase; 2,3,5-Trichloromaleylacetate + 2 NADPH + 2 H+ <=> 2,4-Dichloro-3-oxoadipate + 2 NADP+ + Hydrochloric acid",Reaction,Reactions,,
R09139,"2,4-Dichloro-3-oxoadipate <=> CO2",Reaction,Reactions,,
R09140,"(2E,6E)-farnesyl-diphosphate diphosphate-lyase (8-epi-cedrol-forming); trans,trans-Farnesyl diphosphate + H2O <=> 8-epi-Cedrol + Diphosphate",Reaction,Reactions,,
R09141,Trichloroethene + NADH + H+ + Oxygen <=> TCE epoxide + NAD+ + H2O,Reaction,Reactions,,
R09142,TCE epoxide <=> CO,Reaction,Reactions,,
R09143,TCE epoxide <=> Dichloroacetate,Reaction,Reactions,,
R09144,TCE epoxide <=> Glyoxylate,Reaction,Reactions,,
R09145,TCE epoxide <=> Formate,Reaction,Reactions,,
R09146,Trichloroethene <=> Chloral,Reaction,Reactions,,
R09147,Trichloroethene <=> TCE epoxide,Reaction,Reactions,,
R09148,"1,1,1-Trichloroethane + NADH + H+ + Oxygen <=> Trichloroethanol + NAD+ + H2O",Reaction,Reactions,,
R09149,Trichloroethanol <=> Chloral,Reaction,Reactions,,
R09150,Chloral <=> Trichloroacetate,Reaction,Reactions,,
R09151,"trichloroethene,NADH:oxygen oxidoreductase (glyoxylate-forming); Trichloroethene + Oxygen + H2O + NADH + H+ <=> Glyoxylate + 3 Hydrochloric acid + NAD+",Reaction,Reactions,,
R09152,"trichloroethene,NADH:oxygen oxidoreductase (formate-forming); Trichloroethene + Oxygen + 2 H2O + NADH + H+ <=> 2 Formate + 3 Hydrochloric acid + NAD+",Reaction,Reactions,,
R09153,[protein]-S-sulfanyl-L-cysteine:sulfoacetaldehyde sulfurtransferase; [Protein]-S-sulfanyl-L-cysteine + Sulfoacetaldehyde + 4 Reduced ferredoxin + 4 H+ <=> [Protein]-L-cysteine + Coenzyme M + 4 Oxidized ferredoxin,Reaction,Reactions,,
R09154,"1,1,1-Trichloroethane <=> 1,1-Dichloroethane + Hydrochloric acid",Reaction,Reactions,,
R09155,"1,1-Dichloroethane <=> Chloroethane + Hydrochloric acid",Reaction,Reactions,,
R09156,"chloroethane,donor:oxygen oxidoreductase (dechlorinating, acetaldehyde-forming); Chloroethane + Oxygen + Reduced acceptor <=> Acetaldehyde + Hydrochloric acid + Acceptor + H2O",Reaction,Reactions,,
R09157,Trichloroacetate + 2 H2O <=> Oxalate + 3 Hydrochloric acid,Reaction,Reactions,,
R09158,Trichloroacetate <=> CO2,Reaction,Reactions,,
R09159,"Benzo[a]pyrene + Oxygen + NADH + H+ <=> Benzo[a]pyrene-cis-9,10-dihydrodiol + NAD+",Reaction,Reactions,,
R09160,"Benzo[a]pyrene + Oxygen + NADH + H+ <=> Benzo[a]pyrene-cis-7,8-dihydrodiol + NAD+",Reaction,Reactions,,
R09161,"Pyrene + Oxygen <=> cis-4,5-Dihydroxy-4,5-dihydropyrene",Reaction,Reactions,,
R09162,"cis-4,5-dihydroxy-4,5-dihydropyrene:NAD+ 4,5-oxidoreductase; cis-4,5-Dihydroxy-4,5-dihydropyrene + NAD+ <=> 4,5-Dihydroxypyrene + NADH + H+",Reaction,Reactions,,
R09163,"4,5-Dihydroxypyrene + Oxygen <=> Phenanthrene-4,5-dicarboxylate",Reaction,Reactions,,
R09164,"Phenanthrene-4,5-dicarboxylate <=> Phenanthrene-4-carboxylate + CO2",Reaction,Reactions,,
R09165,"Phenanthrene-4-carboxylate + Oxygen + NADH + H+ <=> cis-3,4-Phenanthrenedihydrodiol-4-carboxylate + NAD+",Reaction,Reactions,,
R09166,"cis-3,4-Phenanthrenedihydrodiol-4-carboxylate <=> Phenanthrene-3,4-diol + CO2",Reaction,Reactions,,
R09167,"Pyrene + Oxygen <=> Pyrene-4,5-oxide + H2O",Reaction,Reactions,,
R09168,"Pyrene-4,5-oxide + H2O <=> trans-4,5-Dihydroxy-4,5-dihydropyrene",Reaction,Reactions,,
R09169,"Pyrene + Oxygen <=> Pyrene-1,2-oxide + H2O",Reaction,Reactions,,
R09170,"Pyrene-1,2-oxide <=> 1-Hydroxypyrene",Reaction,Reactions,,
R09171,"1-Hydroxypyrene + Oxygen <=> 1-Hydroxypyrene-6,7-oxide + H2O",Reaction,Reactions,,
R09172,"1-Hydroxypyrene-6,7-oxide <=> 1,6-Dihydroxypyrene",Reaction,Reactions,,
R09173,"1,6-Dihydroxypyrene <=> Pyrene-1,6-dione",Reaction,Reactions,,
R09174,"1-Hydroxypyrene + Oxygen <=> 1-Hydroxypyrene-7,8-oxide + H2O",Reaction,Reactions,,
R09175,"1-Hydroxypyrene-7,8-oxide <=> 1,8-Dihydroxypyrene",Reaction,Reactions,,
R09176,"1,8-Dihydroxypyrene <=> Pyrene-1,8-dione",Reaction,Reactions,,
R09177,1-Hydroxypyrene + S-Adenosyl-L-methionine <=> 1-Methoxypyrene + S-Adenosyl-L-homocysteine,Reaction,Reactions,,
R09178,"1-Methoxypyrene + Oxygen <=> 1-Methoxypyrene-6,7-oxide + H2O",Reaction,Reactions,,
R09179,"1-Methoxypyrene-6,7-oxide <=> 1-Hydroxy-6-methoxypyrene",Reaction,Reactions,,
R09180,"1-Hydroxy-6-methoxypyrene + CH3-R <=> 1,6-Dimethoxypyrene + R",Reaction,Reactions,,
R09181,1-Hydroxypyrene <=> 1-Pyrenylsulfate,Reaction,Reactions,,
R09182,"Benzo[a]pyrene-cis-7,8-dihydrodiol + Oxygen <=> cis-4-(7-Hydroxtpyren-8-yl)-2-oxobut-3-enoate",Reaction,Reactions,,
R09183,"Benzo[a]pyrene-cis-9,10-dihydrodiol + NAD+ <=> 9,10-Dihydroxybenzo[a]pyrene + NADH + H+",Reaction,Reactions,,
R09184,"9,10-dihydroxybenzo[a]pyrene:oxygen 10,10a-oxidoreductase (decyclizing); 9,10-Dihydroxybenzo[a]pyrene + Oxygen <=> cis-4-(8-Hydroxypyren-7-yl)-2-oxobut-3-enoate",Reaction,Reactions,,
R09185,cis-4-(8-Hydroxypyren-7-yl)-2-oxobut-3-enoate <=> 10-Oxabenzo[def]chrysen-9-one + Formate,Reaction,Reactions,,
R09186,"2-dehydro-3-deoxy-D-arabinonate hydro-lyase (2,5-dioxopentanoate-forming); 2-Dehydro-3-deoxy-D-xylonate <=> 2,5-Dioxopentanoate + H2O",Reaction,Reactions,,
R09187,C-9 Reduced nonaketamide <=> Nonaketamide monocyclic intermediate + 2 H2O,Reaction,Reactions,,
R09188,Nonaketamide monocyclic intermediate <=> Nonaketamide tricyclic intermediate,Reaction,Reactions,,
R09189,S-adenosyl-L-methionine:pretetramid C-methyltransferase; S-Adenosyl-L-methionine + Pretetramid <=> S-Adenosyl-L-homocysteine + 6-Methylpretetramide,Reaction,Reactions,,
R09190,"6-methylpretetramide,NADPH:oxygen oxidoreductase (4,12a-hydroxylating); 6-Methylpretetramide + 2 NADPH + 2 H+ + 2 Oxygen <=> 4-Keto-anhydrotetracycline + 2 NADP+ + 2 H2O",Reaction,Reactions,,
R09191,S-adenosyl-L-methionine:4-amino-anhydrotetracycline N-methyltransferase; 4-Amino-anhydrotetracycline + 2 S-Adenosyl-L-methionine <=> Anhydrotetracycline + 2 S-Adenosyl-L-homocysteine,Reaction,Reactions,,
R09192,"oxytetracycline:coenzyme-F420 oxidoreductase; Oxytetracycline + Coenzyme F420 <=> 5a,11a-Dehydrooxytetracycline + Reduced coenzyme F420",Reaction,Reactions,,
R09195,malonyl-CoA:L-glutamine amido-ligase (AMP-forming); ATP + Malonyl-CoA + L-Glutamine + H2O <=> AMP + Diphosphate + Malonamoyl-CoA + L-Glutamate,Reaction,Reactions,,
R09196,Nonaketamide tricyclic intermediate <=> Pretetramid,Reaction,Reactions,,
R09197,4-Keto-anhydrotetracycline <=> 4-Amino-anhydrotetracycline,Reaction,Reactions,,
R09198,"5a,11a-dehydrotetracycline,NADPH:oxygen oxidoreductase (5-hydroxylating); 5a,11a-Dehydrotetracycline + NADPH + H+ + Oxygen <=> 5a,11a-Dehydrooxytetracycline + NADP+ + H2O",Reaction,Reactions,,
R09201,"2,4-Dichlorotoluene + NADH + Oxygen + H+ <=> 4,6-Dichloro-3-methyl-cis-1,2-dihydroxycyclohexa-3,5-diene + NAD+",Reaction,Reactions,,
R09202,"cis-4-(7-Hydroxtpyren-8-yl)-2-oxobut-3-enoate <=> 7,8-Dihydropyrene-8-carboxylate",Reaction,Reactions,,
R09203,"cis-4-(8-Hydroxypyren-7-yl)-2-oxobut-3-enoate <=> 7,8-Dihydropyrene-7-carboxylate",Reaction,Reactions,,
R09204,"Benzo[a]pyrene + Oxygen + NADH + H+ <=> Benzo[a]pyrene-cis-4,5-dihydrodiol + NAD+",Reaction,Reactions,,
R09205,"Benzo[a]pyrene-cis-4,5-dihydrodiol <=> 4,5-Dihydroxybenzo[a]pyrene",Reaction,Reactions,,
R09206,"4,5-Dihydroxybenzo[a]pyrene + Oxygen <=> 4,5-Chrysenedicarboxylate",Reaction,Reactions,,
R09207,"4,5-Chrysenedicarboxylate <=> 4-Chrysenecarboxylate + CO2",Reaction,Reactions,,
R09208,"4,5-Chrysenedicarboxylate <=> 5-Chrysenecarboxylate + CO2",Reaction,Reactions,,
R09209,"Benzo[a]pyrene + NADH + H+ + Oxygen <=> Benzo[a]pyrene-cis-11,12-dihydrodiol + NAD+",Reaction,Reactions,,
R09210,"Benzo[a]pyrene + Oxygen <=> Benzo[a]pyrene-11,12-epoxide",Reaction,Reactions,,
R09211,"Benzo[a]pyrene-11,12-epoxide + H2O <=> Benzo[a]pyrene-trans-11,12-dihydrodiol",Reaction,Reactions,,
R09212,"Benzo[a]pyrene-trans-11,12-dihydrodiol <=> 11,12-Dihydroxybenzo[a]pyrene",Reaction,Reactions,,
R09213,"4,6-Dichloro-3-methyl-cis-1,2-dihydroxycyclohexa-3,5-diene + NAD+ <=> 4,6-Dichloro-3-methylcatechol + NADH + H+",Reaction,Reactions,,
R09214,"4,6-Dichloro-3-methylcatechol + Oxygen <=> 3,5-Dichloro-2-methylmuconate",Reaction,Reactions,,
R09215,"chloromuconate chloromuconate; 3,5-Dichloro-2-methylmuconate <=> 3,5-Dichloro-2-methylmuconolactone",Reaction,Reactions,,
R09216,"Benzo[a]pyrene-cis-11,12-dihydrodiol <=> 11,12-Dihydroxybenzo[a]pyrene",Reaction,Reactions,,
R09217,"chloromuconate cycloisomerase; 3,5-Dichloro-2-methylmuconolactone <=> 3-Chloro-2-methyldienelactone + Hydrochloric acid",Reaction,Reactions,,
R09218,"Pyrene-4,5-dione <=> Phenanthrene-4,5-dicarboxylate",Reaction,Reactions,,
R09219,"Pyrene-4,5-dione + NADH + H+ <=> 4,5-Dihydroxypyrene + NAD+",Reaction,Reactions,,
R09220,dienelactone hydrolase; 3-Chloro-2-methyldienelactone + H2O <=> 3-Chloro-2-methylmaleylacetate,Reaction,Reactions,,
R09221,"chloromuconate cycloisomerase; 3,5-Dichloro-2-methylmuconate <=> 2-Chloro-5-methyl-cis-dienelactone + Hydrochloric acid",Reaction,Reactions,,
R09222,dienelactone hydrolase; 2-Chloro-5-methyl-cis-dienelactone + H2O <=> 2-Chloro-5-methylmaleylacetate,Reaction,Reactions,,
R09223,maleylacetate reductase; 2-Chloro-5-methylmaleylacetate + NADH + H+ <=> 5-Methylmaleylacetate + NAD+ + Hydrochloric acid,Reaction,Reactions,,
R09224,maleylacetate reductase; 5-Methylmaleylacetate + NADH + H+ <=> 2-Methyl-3-oxoadipate + NAD+,Reaction,Reactions,,
R09225,"3-methyl-5-oxo-2,5-dihydrofuran-2-acetate delta3-delat2-isomerase; 3-Methylmuconolactone <=> 4-Methyl-3-oxoadipate-enol-lactone",Reaction,Reactions,,
R09226,4-Methyl-3-oxoadipate-enol-lactone + H2O <=> 4-Methyl-3-oxoadipate,Reaction,Reactions,,
R09227,"Phthalate + Oxygen + NADH + H+ <=> Phthalate 3,4-cis-dihydrodiol + NAD+",Reaction,Reactions,,
R09228,"Phthalate 3,4-cis-dihydrodiol + NAD+ <=> 3,4-Dihydroxyphthalate + NADH + H+",Reaction,Reactions,,
R09229,"muconate cycloisomerase; 3-Methyl-cis,cis-hexadienedioate <=> 3-Methylmuconolactone",Reaction,Reactions,,
R09230,"2-Amino-4-nitrotoluene + 3 NADH + 3 H+ <=> 2,4-Diaminotoluene + 3 NAD+ + 2 H2O",Reaction,Reactions,,
R09231,"2,4-Dinitrotoluene + 3 NADH + 3 H+ <=> 2-Amino-4-nitrotoluene + 3 NAD+ + 2 H2O",Reaction,Reactions,,
R09232,"2,4-Dinitrotoluene + 3 NADH + 3 H+ <=> 4-Amino-2-nitrotoluene + 3 NAD+ + 2 H2O",Reaction,Reactions,,
R09233,"2,4-dinitrotoluene,NADH:oxygen oxidoreductase (4,5-hydroxylating, nitrite-releasing); 2,4-Dinitrotoluene + NADH + Oxygen + H+ <=> 4-Methyl-5-nitrocatechol + NAD+ + Nitrite",Reaction,Reactions,,
R09234,"4-methyl-5-nitrocatechol,NADPH:oxygen 5-oxidoreductase (5-hydroxylating, nitrite-forming); 4-Methyl-5-nitrocatechol + NADPH + Oxygen + H+ <=> 2-Hydroxy-5-methylquinone + NADP+ + Nitrite + H2O",Reaction,Reactions,,
R09235,"4-Amino-2-nitrotoluene + 3 NADH + 3 H+ <=> 2,4-Diaminotoluene + 3 NAD+ + 2 H2O",Reaction,Reactions,,
R09236,"2-Hydroxy-5-methylquinone + NADH + H+ <=> 2,4,5-Trihydroxytoluene + NAD+",Reaction,Reactions,,
R09237,"2,4,5-Trihydroxytoluene + Oxygen <=> cis,cis-2,4-Dihydroxy-5-methyl-6-oxo-2,4-hexadienoate",Reaction,Reactions,,
R09238,"cis,cis-2,4-Dihydroxy-5-methyl-6-oxo-2,4-hexadienoate + H2O <=> (S)-Methylmalonate semialdehyde + Pyruvate",Reaction,Reactions,,
R09239,"4,5-Dihydroxypyrene <=> Pyrene-4,5-dione",Reaction,Reactions,,
R09240,"2-Amino-4-nitrotoluene + 3 NADPH + 3 H+ <=> 2,4-Diaminotoluene + 3 NADP+ + 2 H2O",Reaction,Reactions,,
R09241,"2,4-Dinitrotoluene + 3 NADPH + 3 H+ <=> 2-Amino-4-nitrotoluene + 3 NADP+ + 2 H2O",Reaction,Reactions,,
R09242,"2,4-Dinitrotoluene + 3 NADPH + 3 H+ <=> 4-Amino-2-nitrotoluene + 3 NADP+ + 2 H2O",Reaction,Reactions,,
R09243,"4-Amino-2-nitrotoluene + 3 NADPH + 3 H+ <=> 2,4-Diaminotoluene + 3 NADP+ + 2 H2O",Reaction,Reactions,,
R09244,"(2Z,6E)-farnesyl-diphosphate:isopentenyl-diphosphate farnesylcistransferase (adding 7 isopentenyl units); 2-cis,6-trans-Farnesyl diphosphate + 7 Isopentenyl diphosphate <=> trans,octacis-Decaprenyl diphosphate + 7 Diphosphate",Reaction,Reactions,,
R09245,"(2E,6E)-farnesyl-diphosphate:isopentenyl-diphosphate farnesyltranstransferase (adding 3 isopentenyl units); trans,trans-Farnesyl diphosphate + 3 Isopentenyl diphosphate <=> all-trans-Hexaprenyl diphosphate + 3 Diphosphate",Reaction,Reactions,,
R09246,geranylgeranyl-diphosphate:isopentenyl-diphosphate transferase (adding 2 isopentenyl units); Geranylgeranyl diphosphate + 2 Isopentenyl diphosphate <=> all-trans-Hexaprenyl diphosphate + 2 Diphosphate,Reaction,Reactions,,
R09247,"(2E,6E)-farnesyl-diphosphate:isopentenyl-diphosphate farnesyltranstransferase (adding 4 isopentenyl units); trans,trans-Farnesyl diphosphate + 4 Isopentenyl diphosphate <=> all-trans-Heptaprenyl diphosphate + 4 Diphosphate",Reaction,Reactions,,
R09248,"(2E,6E)-farnesyl-diphosphate:isopentenyl-diphosphate farnesyltranstransferase (adding 5 isopentenyl units); trans,trans-Farnesyl diphosphate + 5 Isopentenyl diphosphate <=> all-trans-Octaprenyl diphosphate + 5 Diphosphate",Reaction,Reactions,,
R09249,"(2E,6E)-farnesyl-diphosphate:isopentenyl-diphosphate farnesyltranstransferase (adding 7 isopentenyl units); trans,trans-Farnesyl diphosphate + 7 Isopentenyl diphosphate <=> all-trans-Decaprenyl diphosphate + 7 Diphosphate",Reaction,Reactions,,
R09250,geranyl-diphosphate:isopentenyl-diphosphate transtransferase (adding 7 isopentenyl units); Geranyl diphosphate + 7 Isopentenyl diphosphate <=> all-trans-Nonaprenyl diphosphate + 7 Diphosphate,Reaction,Reactions,,
R09251,geranylgeranyl-diphosphate:isopentenyl-diphosphate transtransferase (adding 5 isopentenyl units); Geranylgeranyl diphosphate + 5 Isopentenyl diphosphate <=> all-trans-Nonaprenyl diphosphate + 5 Diphosphate,Reaction,Reactions,,
R09252,"cyclohex-1-ene-1-carbonyl-CoA:electron transfer flavoprotein oxidoreductase; Cyclohex-1-ene-1-carbonyl-CoA + Electron-transferring flavoprotein <=> Cyclohexa-1,5-diene-1-carbonyl-CoA + Reduced electron-transferring flavoprotein",Reaction,Reactions,,
R09253,"2-oxo-4-hydroxy-5-aminovalerate hydro-lyase (deaminating; 2,5-dioxopentanoate-forming); 2-Oxo-4-hydroxy-5-aminovalerate <=> 2,5-Dioxopentanoate + Ammonia",Reaction,Reactions,,
R09254,L-tyrosine:pyruvate aminotransferase; L-Tyrosine + Pyruvate <=> 3-(4-Hydroxyphenyl)pyruvate + L-Alanine,Reaction,Reactions,,
R09255,feruloyl-CoA:agmatine feruloyltransferase; Feruloyl-CoA + Agmatine <=> CoA + Feruloylagmatine,Reaction,Reactions,,
R09256,4-coumaroyl-CoA:putrescine N4-coumaroyltransferase; p-Coumaroyl-CoA + Putrescine <=> CoA + p-Coumaroylputrescine,Reaction,Reactions,,
R09257,feruloyl-CoA:putrescine feruloyltransferase; Feruloyl-CoA + Putrescine <=> CoA + Feruloylputrescine,Reaction,Reactions,,
R09258,"8 Malonyl-CoA + Acyl-carrier protein <=> 3,5,7,9,11,13,15-Heptaoxo-hexadecanoyl-[acp] + 8 CO2 + 8 CoA",Reaction,Reactions,,
R09259,"3,5,7,9,11,13,15-Heptaoxo-hexadecanoyl-[acp] <=> 7,9,12-Octaketide intermediate 1",Reaction,Reactions,,
R09260,"3,5,7,9,11,13,15,17,19-Nonaoxo-eicosanoyl-[acp] <=> 7,9,12-Decaketide intermediate 1",Reaction,Reactions,,
R09261,"3,5,7,9,11,13,15,17,19-Nonaoxo-henicosanoyl-[acp] <=> 7,9,12-Decaketide intermediate 4",Reaction,Reactions,,
R09262,"7,9,12-Octaketide intermediate 1 + NADPH + H+ <=> 7,9,12-Octaketide intermediate 2 + NADP+",Reaction,Reactions,,
R09263,"7,9,12-Decaketide intermediate 1 + NADPH + H+ <=> 7,9,12-Decaketide intermediate 2 + NADP+",Reaction,Reactions,,
R09264,"7,9,12-Decaketide intermediate 4 + NADPH + H+ <=> 7,9,12-Decaketide intermediate 5 + NADP+",Reaction,Reactions,,
R09265,"7,9,12-Octaketide intermediate 2 <=> 7,9,12-Octaketide intermediate 3 + 2 H2O",Reaction,Reactions,,
R09266,"7,9,12-Decaketide intermediate 2 <=> 7,9,12-Decaketide intermediate 3 + 2 H2O",Reaction,Reactions,,
R09267,"7,9,12-Decaketide intermediate 5 <=> 7,9,12-Decaketide intermediate 6 + 2 H2O",Reaction,Reactions,,
R09268,"3,5,7,9,11,13,15,17,19-Nonaoxo-eicosanoyl-[acp] <=> 7,12-Decaketide intermediate 1 + H2O",Reaction,Reactions,,
R09269,"3,5,7,9,11,13,15,17,19-Nonaoxo-eicosanoyl-[acp] <=> 9,14-Decaketide intermediate 1 + 2 H2O",Reaction,Reactions,,
R09270,syringate:tetrahydrofolate N-methyltransferase; Syringic acid + Tetrahydrofolate <=> 3-O-Methylgallate + 5-Methyltetrahydrofolate,Reaction,Reactions,,
R09271,3-O-methylgallate:tetrahydrofolate O-methyltransferase; 3-O-Methylgallate + Tetrahydrofolate <=> Gallate + 5-Methyltetrahydrofolate,Reaction,Reactions,,
R09272,"3-O-methylgallate:oxygen 3,4-oxidoreductase (decyclizing); 3-O-Methylgallate + Oxygen <=> 4-Carboxy-2-hydroxy-6-methoxy-6-oxohexa-2,4-dienoate",Reaction,Reactions,,
R09273,"4-carboxy-2-hydroxy-6-methoxy-6-oxohexa-2,4-dienoate acylhydrolase; 4-Carboxy-2-hydroxy-6-methoxy-6-oxohexa-2,4-dienoate + H2O <=> (1E)-4-Oxobut-1-ene-1,2,4-tricarboxylate + Methanol",Reaction,Reactions,,
R09274,"4-Carboxy-2-hydroxy-6-methoxy-6-oxohexa-2,4-dienoate <=> 2-Pyrone-4,6-dicarboxylate + Methanol",Reaction,Reactions,,
R09275,"5,5'-dehydrodivanillate,NADPH:oxygen oxidoreductase (demethylating); 5,5'-Dehydrodivanillate + Oxygen + NADPH + H+ <=> 2,2',3-Trihydroxy-3'-methoxy-5,5'-dicarboxybiphenyl + NADP+ + H2O + Formaldehyde",Reaction,Reactions,,
R09276,"2,2',3-trihydroxy-3'-methoxy-5,5'-dicarboxybiphenyl:oxygen 1,2-oxidoreductase (decyclizing); 2,2',3-Trihydroxy-3'-methoxy-5,5'-dicarboxybiphenyl + Oxygen <=> 4-[2-(5-Carboxy-2-hydroxy-3-methoxyphenyl)-2-oxoethylidene]-2-hydroxy-2-pentenedioate",Reaction,Reactions,,
R09277,4-[2-(5-carboxy-2-hydroxy-3-methoxyphenyl)-2-oxoethylidene]-2-hydroxy-2-pentenedioate 5-carboxy-2-hydroxy-3-methoxybenzoylhydrolase; 4-[2-(5-Carboxy-2-hydroxy-3-methoxyphenyl)-2-oxoethylidene]-2-hydroxy-2-pentenedioate + H2O <=> 5-Carboxyvanillic acid + 4-Methylene-2-oxoglutarate,Reaction,Reactions,,
R09278,5-carboxyvanillate 5-carboxy-lyase (vanillate-forming); 5-Carboxyvanillic acid <=> Vanillate + CO2,Reaction,Reactions,,
R09279,4-hydroxybutanoate:CoA ligase (AMP-forming); 4-Hydroxybutanoic acid + ATP + CoA <=> 4-Hydroxybutyryl-CoA + AMP + Diphosphate,Reaction,Reactions,,
