ID,Name,Type,Layer,FC,P_value
R00645,ascorbate:acceptor oxidoreductase; 2 Ascorbate + Acceptor <=> 2 Monodehydroascorbate + Reduced acceptor,Reaction,Reactions,,
R00646,Ascorbate + Oxygen + H2O <=> Threonate + Oxalate,Reaction,Reactions,,
R00647,Ascorbate <=> L-xylo-Hexulonolactone,Reaction,Reactions,,
R00648,L-methionine:oxygen oxidoreductase (deaminating); L-Methionine + H2O + Oxygen <=> 4-Methylthio-2-oxobutanoic acid + Ammonia + Hydrogen peroxide,Reaction,Reactions,,
R00649,S-adenosyl-L-methionine:L-methionine S-methyltransferase; S-Adenosyl-L-methionine + L-Methionine <=> S-Adenosyl-L-homocysteine + S-Methyl-L-methionine,Reaction,Reactions,,
R00650,S-adenosyl-L-methionine:L-homocysteine S-methyltransferase; S-Adenosyl-L-methionine + L-Homocysteine <=> S-Adenosyl-L-homocysteine + L-Methionine,Reaction,Reactions,,
R00651,O-acetyl-L-homoserine:methanethiol 3-amino-3-carboxypropyltransferase; O-acetyl-L-homoserine acetate-lyase (adding methanethiol); O-Acetyl-L-homoserine + Methanethiol <=> L-Methionine + Acetate,Reaction,Reactions,,
R00652,L-methionine:glyoxylate aminotransferase; L-Methionine + Glyoxylate <=> 4-Methylthio-2-oxobutanoic acid + Glycine,Reaction,Reactions,,
R00653,N-formyl-L-methionine amidohydrolase; N-Formylmethionine + H2O <=> Formate + L-Methionine,Reaction,Reactions,,
R00654,L-methionine methanethiol-lyase (deaminating;2-oxobutanoate-forming); L-Methionine + H2O <=> Methanethiol + Ammonia + 2-Oxobutanoate,Reaction,Reactions,,
R00655,methionine racemase; L-Methionine <=> D-Methionine,Reaction,Reactions,,
R00656,L-methionine carboxy-lyase (3-methylthiopropanamine-forming); L-Methionine <=> 3-Methylthiopropanamine + CO2,Reaction,Reactions,,
R00657,Aminoacyl-L-methionine + H2O <=> L-Methionine,Reaction,Reactions,,
R00658,2-phospho-D-glycerate hydro-lyase (phosphoenolpyruvate-forming); 2-Phospho-D-glycerate <=> Phosphoenolpyruvate + H2O,Reaction,Reactions,,
R00659,UTP:pyruvate 2-O-phosphotransferase; UTP + Pyruvate <=> UDP + Phosphoenolpyruvate,Reaction,Reactions,,
R00660,phosphoenolpyruvate:UDP-N-acetyl-D-glucosamine 1-carboxyvinyl-transferase; Phosphoenolpyruvate + UDP-N-acetyl-alpha-D-glucosamine <=> UDP-N-acetyl-3-(1-carboxyvinyl)-D-glucosamine + Orthophosphate,Reaction,Reactions,,
R00661,"phosphoenolpyruvate 2,3-phosphonomutase; Phosphoenolpyruvate <=> 3-Phosphonopyruvate",Reaction,Reactions,,
R00662,uridine triphosphate pyrophosphohydrolase; UTP + H2O <=> UMP + Diphosphate,Reaction,Reactions,,
R00664,"bezoyl-CoA:L-ornithine N-benzoyltransferase; 2 Benzoyl-CoA + L-Ornithine <=> 2 CoA + N2,N5-Dibenzoyl-L-ornithine",Reaction,Reactions,,
R00665,L-citrulline N5-carbamoyldihydrolase; L-Citrulline + H2O <=> L-Ornithine + CO2 + Ammonia,Reaction,Reactions,,
R00666,N5-(L-1-carboxyethyl)-L-ornithine:NADP+ oxidoreductase (L-ornithine-forming); N5-(L-1-Carboxyethyl)-L-ornithine + NADP+ + H2O <=> L-Ornithine + Pyruvate + NADPH + H+,Reaction,Reactions,,
R00667,L-ornithine:2-oxo-acid aminotransferase; L-Ornithine + 2-Oxoglutarate <=> L-Glutamate 5-semialdehyde + L-Glutamate,Reaction,Reactions,,
R00668,L-ornithine:2-oxoglutarate aminotransferase; L-Ornithine + 2-Oxoglutarate <=> Delta1-Pyrroline-5-carboxylate + L-Glutamate + H2O,Reaction,Reactions,,
R00669,N2-acetyl-L-ornithine amidohydrolase; N-Acetylornithine + H2O <=> Acetate + L-Ornithine,Reaction,Reactions,,
R00670,L-ornithine carboxy-lyase (putrescine-forming); L-Ornithine <=> Putrescine + CO2,Reaction,Reactions,,
R00671,L-ornithine ammonia-lyase (cyclizing; L-proline-forming); L-Ornithine <=> L-Proline + Ammonia,Reaction,Reactions,,
R00672,ornithine racemase; L-Ornithine <=> D-Ornithine,Reaction,Reactions,,
R00673,L-tryptophan indole-lyase (deaminating; pyruvate-forming); L-Tryptophan + H2O <=> Indole + Pyruvate + Ammonia,Reaction,Reactions,,
R00674,L-serine hydro-lyase (adding indole; L-tryptophan-forming); L-Serine + Indole <=> L-Tryptophan + H2O,Reaction,Reactions,,
R00675,L-tryptophan:NAD+ oxidoreductase (deaminating); L-Tryptophan + NAD+ + H2O <=> Indolepyruvate + Ammonia + NADH + H+,Reaction,Reactions,,
R00676,L-tryptophan:NADP+ oxidoreductase (deaminating); L-Tryptophan + NADP+ + H2O <=> Indolepyruvate + Ammonia + NADPH + H+,Reaction,Reactions,,
R00677,L-tryptophan:oxygen oxidoreductase (deaminating); L-Tryptophan + H2O + Oxygen <=> Indolepyruvate + Ammonia + Hydrogen peroxide,Reaction,Reactions,,
R00678,"L-tryptophan:oxygen 2,3-oxidoreductase (decyclizing); L-Tryptophan + Oxygen <=> L-Formylkynurenine",Reaction,Reactions,,
R00679,L-tryptophan:oxygen 2-oxidoreductase (decarboxylating); L-Tryptophan + Oxygen <=> (Indol-3-yl)acetamide + CO2 + H2O,Reaction,Reactions,,
R00681,L-tryptophan:oxygen 2'-oxidoreductase (side-chain-cleaving); L-Tryptophan + Oxygen <=> (Indol-3-yl)glycolaldehyde + Ammonia + CO2,Reaction,Reactions,,
R00682,L-tryptophanamide amidohydrolase; L-Tryptophanamide + H2O <=> L-Tryptophan + Ammonia,Reaction,Reactions,,
R00683,S-adenosyl-L-methionine:L-tryptophan N-methyltransferase; S-Adenosyl-L-methionine + L-Tryptophan <=> S-Adenosyl-L-homocysteine + Abrine,Reaction,Reactions,,
R00684,L-tryptophan:2-oxoglutarate aminotransferase; L-Tryptophan + 2-Oxoglutarate <=> Indolepyruvate + L-Glutamate,Reaction,Reactions,,
R00685,L-tryptophan decarboxy-lyase; L-Tryptophan <=> Tryptamine + CO2,Reaction,Reactions,,
R00686,L-phenylalanine racemase (ATP-hydrolysing); ATP + L-Phenylalanine + H2O <=> AMP + Diphosphate + D-Phenylalanine,Reaction,Reactions,,
R00688,L-phenylalanine:NAD+ oxidoreductase (deaminating); L-Phenylalanine + H2O + NAD+ <=> Phenylpyruvate + Ammonia + NADH + H+,Reaction,Reactions,,
R00689,L-phenylalanine:oxygen oxidoreductase (deaminating); L-Phenylalanine + H2O + Oxygen <=> Phenylpyruvate + Ammonia + Hydrogen peroxide,Reaction,Reactions,,
R00690,L-phenylalanine:oxygen 2-oxidoreductase (decarboxylating); L-Phenylalanine + Oxygen <=> 2-Phenylacetamide + CO2 + H2O,Reaction,Reactions,,
R00691,L-arogenate hydro-lyase (decarboxylating; L-phenylalanine-forming); L-Arogenate <=> L-Phenylalanine + H2O + CO2,Reaction,Reactions,,
R00692,L-phenylalanine:pyruvate aminotransferase; L-Phenylalanine + Pyruvate <=> Phenylpyruvate + L-Alanine,Reaction,Reactions,,
R00693,acetyl-CoA:L-phenylalanine N-acetyltransferase; Acetyl-CoA + L-Phenylalanine <=> CoA + N-Acetyl-L-phenylalanine,Reaction,Reactions,,
R00694,L-phenylalanine:2-oxoglutarate aminotransferase; L-Phenylalanine + 2-Oxoglutarate <=> Phenylpyruvate + L-Glutamate,Reaction,Reactions,,
R00695,L-aspartate:phenylpyruvate aminotransferase; L-Aspartate + Phenylpyruvate <=> Oxaloacetate + L-Phenylalanine,Reaction,Reactions,,
R00697,L-phenylalanine ammonia-lyase (trans-cinnamate-forming); L-Phenylalanine <=> trans-Cinnamate + Ammonia,Reaction,Reactions,,
R00698,L-phenylalanine:oxygen oxidoreductase (decarboxylating); L-Phenylalanine + Oxygen <=> 2-Phenylacetamide + CO2,Reaction,Reactions,,
R00699,L-phenylalanine carboxy-lyase (phenylethylamine-forming); L-Phenylalanine <=> Phenethylamine + CO2,Reaction,Reactions,,
R00700,hydrogen:NAD+ oxidoreductase; Hydrogen + NAD+ <=> NADH + H+,Reaction,Reactions,,
R00702,"farnesyl-diphosphate:farnesyl-diphosphate farnesyltransferase; 2 trans,trans-Farnesyl diphosphate <=> Diphosphate + Presqualene diphosphate",Reaction,Reactions,,
R00703,(S)-lactate:NAD+ oxidoreductase; (S)-Lactate + NAD+ <=> Pyruvate + NADH + H+,Reaction,Reactions,,
R00704,(R)-lactate:NAD+ oxidoreductase; (R)-Lactate + NAD+ <=> Pyruvate + NADH + H+,Reaction,Reactions,,
R00705,"3-oxopropanoate:NAD+ oxidoreductase (decarboxylating, CoA-acetylating); 3-Oxopropanoate + CoA + NAD+ <=> Acetyl-CoA + CO2 + NADH + H+",Reaction,Reactions,,
R00706,"3-oxopropanoate:NADP+ oxidoreductase (decarboxylating, CoA-acetylating); 3-Oxopropanoate + CoA + NADP+ <=> Acetyl-CoA + CO2 + NADPH + H+",Reaction,Reactions,,
R00707,(S)-1-pyrroline-5-carboxylate:NAD+ oxidoreductase; (S)-1-Pyrroline-5-carboxylate + NAD+ + 2 H2O <=> L-Glutamate + NADH + H+,Reaction,Reactions,,
R00708,(S)-1-pyrroline-5-carboxylate:NADP+ oxidoreductase; (S)-1-Pyrroline-5-carboxylate + NADP+ + 2 H2O <=> L-Glutamate + NADPH + H+,Reaction,Reactions,,
R00709,isocitrate:NAD+ oxidoreductase (decarboxylating); Isocitrate + NAD+ <=> 2-Oxoglutarate + CO2 + NADH + H+,Reaction,Reactions,,
R00710,acetaldehyde:NAD+ oxidoreductase; Acetaldehyde + NAD+ + H2O <=> Acetate + NADH + H+,Reaction,Reactions,,
R00711,acetaldehyde:NADP+ oxidoreductase; Acetaldehyde + NADP+ + H2O <=> Acetate + NADPH + H+,Reaction,Reactions,,
R00713,succinate-semialdehyde:NAD+ oxidoreductase; Succinate semialdehyde + NAD+ + H2O <=> Succinate + NADH + H+,Reaction,Reactions,,
R00714,succinate-semialdehyde:NADP+ oxidoreductase; Succinate semialdehyde + NADP+ + H2O <=> Succinate + NADPH + H+,Reaction,Reactions,,
R00715,"N6-(L-1,3-dicarboxypropyl)-L-lysine:NAD+ oxidoreductase (L-lysine-forming); N6-(L-1,3-Dicarboxypropyl)-L-lysine + NAD+ + H2O <=> L-Lysine + 2-Oxoglutarate + NADH + H+",Reaction,Reactions,,
R00716,"N6-(L-1,3-dicarboxypropyl)-L-lysine:NADP+ oxidoreductase (L-lysine-forming); N6-(L-1,3-Dicarboxypropyl)-L-lysine + NADP+ + H2O <=> L-Lysine + 2-Oxoglutarate + NADPH + H+",Reaction,Reactions,,
R00717,glycolate:NAD+ oxidoreductase; Glycolate + NAD+ <=> Glyoxylate + NADH + H+,Reaction,Reactions,,
R00719,ITP phosphohydrolase; ITP + H2O <=> IDP + Orthophosphate,Reaction,Reactions,,
R00720,inosine 5'-triphosphate pyrophosphohydrolase; ITP + H2O <=> IMP + Diphosphate,Reaction,Reactions,,
R00722,ATP:IDP phosphotransferase; ATP + IDP <=> ADP + ITP,Reaction,Reactions,,
R00723,inosine 5'-tetraphosphate phosphohydrolase; Inosine 5'-tetraphosphate + H2O <=> ITP + Orthophosphate,Reaction,Reactions,,
R00724,ITP:pyruvate 2-O-phosphotransferase; ITP + Pyruvate <=> IDP + Phosphoenolpyruvate,Reaction,Reactions,,
R00725,ITP:D-glucose 6-phosphotransferase; ITP + D-Glucose <=> IDP + D-Glucose 6-phosphate,Reaction,Reactions,,
R00726,ITP:oxaloacetate carboxy-lyase (adding ITP; phosphoenolpyruvate-forming); ITP:oxaloacetate carboxy-lyase (transphosphorylating); ITP + Oxaloacetate <=> IDP + Phosphoenolpyruvate + CO2,Reaction,Reactions,,
R00727,succinate:CoA ligase (IDP-forming); ITP + Succinate + CoA <=> IDP + Orthophosphate + Succinyl-CoA,Reaction,Reactions,,
R00728,L-tyrosine phenol-lyase (deaminating; pyruvate-forming); L-Tyrosine + H2O <=> Phenol + Pyruvate + Ammonia,Reaction,Reactions,,
R00729,L-tyrosine:oxygen oxidoreductase (deaminating); L-Tyrosine + H2O + Oxygen <=> 3-(4-Hydroxyphenyl)pyruvate + Ammonia + Hydrogen peroxide,Reaction,Reactions,,
R00730,"L-tyrosine,[reduced NADPH-hemoprotein reductase]:oxygen oxidoreductase (N-hydroxylating); L-Tyrosine + Oxygen + [Reduced NADPH---hemoprotein reductase] <=> N-Hydroxy-L-tyrosine + [Oxidized NADPH---hemoprotein reductase] + H2O",Reaction,Reactions,,
R00731,"L-tyrosine:oxygen oxidoreductase; L-Tyrosine + Oxygen <=> 3,4-Dihydroxy-L-phenylalanine + H2O",Reaction,Reactions,,
R00732,L-arogenate:NAD+ oxidoreductase; L-Arogenate + NAD+ <=> L-Tyrosine + CO2 + NADH + H+,Reaction,Reactions,,
R00733,L-arogenate:NADP+ oxidoreductase; L-Arogenate + NADP+ <=> L-Tyrosine + CO2 + NADPH + H+,Reaction,Reactions,,
R00734,L-tyrosine:2-oxoglutarate aminotransferase; L-Tyrosine + 2-Oxoglutarate <=> 3-(4-Hydroxyphenyl)pyruvate + L-Glutamate,Reaction,Reactions,,
R00735,L-tyrosine:L-arginine ligase (AMP-forming); ATP + L-Tyrosine + L-Arginine <=> AMP + Diphosphate + Kyotorphin,Reaction,Reactions,,
R00736,L-tyrosine carboxy-lyase (tyramine-forming); L-Tyrosine <=> Tyramine + CO2,Reaction,Reactions,,
R00737,L-tyrosine ammonia-lyase (trans-p-hydroxycinnamate-forming); L-Tyrosine <=> 4-Coumarate + Ammonia,Reaction,Reactions,,
R00739,"L-tyrosine 2,3-aminomutase; L-Tyrosine <=> 3-Amino-3-(4-hydroxyphenyl)propanoate",Reaction,Reactions,,
R00740,3-oxopropanoate:NADP+ oxidoreductase (CoA-malonylating); 3-Oxopropanoate + CoA + NADP+ <=> Malonyl-CoA + NADPH + H+,Reaction,Reactions,,
R00742,acetyl-CoA:carbon-dioxide ligase (ADP-forming); ATP + Acetyl-CoA + HCO3- <=> ADP + Orthophosphate + Malonyl-CoA,Reaction,Reactions,,
R00743,acetyl-CoA:malonate CoA-transferase; Acetyl-CoA + Malonate <=> Acetate + Malonyl-CoA,Reaction,Reactions,,
R00744,3-oxopropionyl-CoA:NAD+ oxidoreductase; Malonyl-CoA + NADPH + H+ <=> 3-Oxopropionyl-CoA + NADP+ + H2O,Reaction,Reactions,,
R00746,ethanol:NADP+ oxidoreductase; Ethanol + NADP+ <=> Acetaldehyde + NADPH + H+,Reaction,Reactions,,
R00747,2-phosphonoacetaldehyde phosphonohydrolase; Phosphonoacetaldehyde + H2O <=> Acetaldehyde + Orthophosphate,Reaction,Reactions,,
R00748,ethanolamine-phosphate phosphate-lyase (deaminating; acetaldehyde-forming); Ethanolamine phosphate + H2O <=> Acetaldehyde + Ammonia + Orthophosphate,Reaction,Reactions,,
R00749,ethanolamine ammonia-lyase (acetaldehyde-forming); Ethanolamine <=> Acetaldehyde + Ammonia,Reaction,Reactions,,
R00750,4-hydroxy-2-oxopentanoate pyruvate-lyase (acetaldehyde-forming); Acetaldehyde + Pyruvate <=> 4-Hydroxy-2-oxopentanoate,Reaction,Reactions,,
R00751,L-threonine acetaldehyde-lyase (glycine-forming); L-Threonine <=> Glycine + Acetaldehyde,Reaction,Reactions,,
R00753,(S)-lactate acetaldehyde-lyase (formate-forming); (S)-Lactate <=> Formate + Acetaldehyde,Reaction,Reactions,,
R00754,ethanol:NAD+ oxidoreductase; Ethanol + NAD+ <=> Acetaldehyde + NADH + H+,Reaction,Reactions,,
R00755,Acetaldehyde + Thiamin diphosphate <=> 2-(alpha-Hydroxyethyl)thiamine diphosphate,Reaction,Reactions,,
R00756,"ATP:D-fructose-6-phosphate 1-phosphotransferase; ATP + D-Fructose 6-phosphate <=> ADP + D-Fructose 1,6-bisphosphate",Reaction,Reactions,,
R00758,D-mannitol-1-phosphate:NAD+ 5-oxidoreductase; D-Mannitol 1-phosphate + NAD+ <=> D-Fructose 6-phosphate + NADH + H+,Reaction,Reactions,,
R00760,ATP:D-fructose 6-phosphotransferase; ATP + D-Fructose <=> ADP + D-Fructose 6-phosphate,Reaction,Reactions,,
R00761,D-fructose-6-phosphate D-erythrose-4-phosphate-lyase (adding phosphate; acetyl-phosphate-forming); D-Fructose 6-phosphate + Orthophosphate <=> Acetyl phosphate + D-Erythrose 4-phosphate + H2O,Reaction,Reactions,,
R00762,"D-fructose-1,6-bisphosphate 1-phosphohydrolase; D-Fructose 1,6-bisphosphate + H2O <=> D-Fructose 6-phosphate + Orthophosphate",Reaction,Reactions,,
R00763,"beta-D-fructose-2,6-bisphosphate 2-phosphohydrolase; beta-D-Fructose 2,6-bisphosphate + H2O <=> D-Fructose 6-phosphate + Orthophosphate",Reaction,Reactions,,
R00764,"diphosphate:D-fructose-6-phosphate 1-phosphotransferase; Diphosphate + D-Fructose 6-phosphate <=> Orthophosphate + D-Fructose 1,6-bisphosphate",Reaction,Reactions,,
R00765,D-glucosamine-6-phosphate aminohydrolase (ketol isomerizing); D-glucosamine-6-phosphate ketol-isomerase(deaminating); D-Glucosamine 6-phosphate + H2O <=> D-Fructose 6-phosphate + Ammonia,Reaction,Reactions,,
R00766,UDP-glucose:D-fructose-6-phosphate 2-alpha-D-glucosyltransferase; UDP-glucose + D-Fructose 6-phosphate <=> UDP + Sucrose 6'-phosphate,Reaction,Reactions,,
R00767,"CTP:D-fructose-6-phosphate 1-phosphotransferase; CTP + D-Fructose 6-phosphate <=> CDP + D-Fructose 1,6-bisphosphate",Reaction,Reactions,,
R00768,L-glutamine:D-fructose-6-phosphate isomerase (deaminating); L-glutamine:D-fructose-6-phosphate aminotransferase (hexose isomerizing); L-Glutamine + D-Fructose 6-phosphate <=> L-Glutamate + D-Glucosamine 6-phosphate,Reaction,Reactions,,
R00769,"UTP:D-fructose-6-phosphate 1-phosphotransferase; UTP + D-Fructose 6-phosphate <=> UDP + D-Fructose 1,6-bisphosphate",Reaction,Reactions,,
R00770,"ITP:D-fructose-6-phosphate 1-phosphotransferase; ITP + D-Fructose 6-phosphate <=> IDP + D-Fructose 1,6-bisphosphate",Reaction,Reactions,,
R00771,D-glucose-6-phosphate aldose-ketose-isomerase; D-Glucose 6-phosphate <=> D-Fructose 6-phosphate,Reaction,Reactions,,
R00772,D-mannose-6-phosphate aldose-ketose-isomerase; D-Mannose 6-phosphate <=> D-Fructose 6-phosphate,Reaction,Reactions,,
R00774,urea:carbon-dioxide ligase (ADP-forming); ATP + Urea + HCO3- <=> ADP + Orthophosphate + Urea-1-carboxylate,Reaction,Reactions,,
R00775,guanidinoacetate amidohydrolase; Guanidinoacetate + H2O <=> Glycine + Urea,Reaction,Reactions,,
R00776,(S)-ureidoglycolate urea-lyase (glyoxylate-forming); (S)-Ureidoglycolate <=> Glyoxylate + Urea,Reaction,Reactions,,
R00777,N-amidino-L-aspartate amidinohydrolase; N-Amidino-L-aspartate + H2O <=> L-Aspartate + Urea,Reaction,Reactions,,
R00778,urea hydro-lyase (cyanamide-forming); Urea <=> Cyanamide + H2O,Reaction,Reactions,,
R00782,L-cysteine hydrogen-sulfide-lyase (deaminating; pyruvate-forming); L-Cysteine + H2O <=> Hydrogen sulfide + Pyruvate + Ammonia,Reaction,Reactions,,
R00783,nitric-oxide:ferricytochrome-c oxidoreductase; Nitric oxide + H2O + Ferricytochrome c <=> Nitrite + Ferrocytochrome c + H+,Reaction,Reactions,,
R00784,nitric-oxide:ferricytochrome-c2 oxidoreductase; Nitric oxide + H2O + Ferricytochrome c2 <=> Nitrite + Ferrocytochrome c2 + H+,Reaction,Reactions,,
R00785,nitric-oxide:oxidized azurin oxidoreductase; Nitric oxide + H2O + Oxidized azurin <=> Nitrite + Reduced azurin + H+,Reaction,Reactions,,
R00787,ammonia:NAD+ oxidoreductase; Ammonia + 3 NAD+ + 2 H2O <=> Nitrite + 3 NADH + 3 H+,Reaction,Reactions,,
R00789,ammonia:NADP+ oxidoreductase; Ammonia + 3 NADP+ + 2 H2O <=> Nitrite + 3 NADPH + 3 H+,Reaction,Reactions,,
R00790,ammonia:ferredoxin oxidoreductase; Ammonia + 2 H2O + 6 Oxidized ferredoxin <=> Nitrite + 6 Reduced ferredoxin + 6 H+,Reaction,Reactions,,
R00791,nitrite:ferredoxin oxidoreductase; Nitrite + H2O + 2 Oxidized ferredoxin <=> Nitrate + 2 Reduced ferredoxin,Reaction,Reactions,,
R00792,ferrocytochrome-b:nitrate oxidoreductase; Nitrate + 2 Ferrocytochrome b <=> Nitrite + H2O + 2 Ferricytochrome b,Reaction,Reactions,,
R00793,hydroxylamine:oxygen oxidoreductase; Nitrite + H2O <=> Hydroxylamine + Oxygen,Reaction,Reactions,,
R00794,nitrite:NAD+ oxidoreductase; NADH:nitrate oxidoreductase; Nitrite + NAD+ + H2O <=> Nitrate + NADH + H+,Reaction,Reactions,,
R00796,nitrite:NADP+ oxidoreductase; NADPH:nitrate oxidoreductase; Nitrite + NADP+ + H2O <=> Nitrate + NADPH + H+,Reaction,Reactions,,
R00798,nitrite:acceptor oxidoreductase; Nitrite + Acceptor + H2O <=> Nitrate + Reduced acceptor,Reaction,Reactions,,
R00799,nitroethane:oxygen oxidoreductase; Nitrite + Acetaldehyde + Hydrogen peroxide <=> Nitroethane + Oxygen + H2O,Reaction,Reactions,,
R00800,nitrite oxidase; 2 Nitrite + Oxygen <=> 2 Nitrate,Reaction,Reactions,,
R00801,sucrose glucohydrolase; Sucrose + H2O <=> D-Fructose + D-Glucose,Reaction,Reactions,,
R00802,sucrose alpha-glucohydrolase; Sucrose + H2O <=> beta-D-Fructose + alpha-D-Glucose,Reaction,Reactions,,
R00803,sucrose:phosphate alpha-D-glucosyltransferase; Sucrose + Orthophosphate <=> D-Fructose + D-Glucose 1-phosphate,Reaction,Reactions,,
R00804,sugar-phosphate phosphohydrolase; Sugar phosphate + H2O <=> Sugar + Orthophosphate,Reaction,Reactions,,
R00805,sucrose-6F-phosphate phosphohydrolase; Sucrose 6'-phosphate + H2O <=> Sucrose + Orthophosphate,Reaction,Reactions,,
R00806,UDP-glucose:D-fructose 2-alpha-D-glucosyltransferase; UDP-glucose + D-Fructose <=> UDP + Sucrose,Reaction,Reactions,,
R00807,sucrose:(acceptor) 3-oxidoreductase; Sucrose + FAD <=> 3-Ketosucrose + FADH2,Reaction,Reactions,,
R00808,sucrose:(acceptor) 3-oxidoreductase; Sucrose + Acceptor <=> 3-Ketosucrose + Reduced acceptor,Reaction,Reactions,,
R00809,UDP-alpha-D-galactose:sucrose 6F-alpha-D-galactosyltransferase; UDP-alpha-D-galactose + Sucrose <=> UDP + 6F-alpha-D-Galactosylsucrose,Reaction,Reactions,,
R00810,sucrose glucosylmutase; Sucrose <=> Palatinose,Reaction,Reactions,,
R00811,protein-Npi-phospho-L-histidine:sugar phosphotransferase; Sucrose + Protein N(pi)-phospho-L-histidine <=> Sucrose 6-phosphate + Protein histidine,Reaction,Reactions,,
R00812,"cis-1,2-dihydrobenzene-1,2-diol:NAD+ oxidoreductase; cis-1,2-Dihydrobenzene-1,2-diol + NAD+ <=> Catechol + NADH + H+",Reaction,Reactions,,
R00813,"(1R,6S)-1,6-dihydroxycyclohexa-2,4-diene-1-carboxylate:NAD+ oxidoreductase (decarboxylating); (1R,6S)-1,6-Dihydroxycyclohexa-2,4-diene-1-carboxylate + NAD+ <=> Catechol + NADH + CO2 + H+",Reaction,Reactions,,
R00814,"trans-1,2-dihydrobenzene-1,2-diol:NADP+ oxidoreductase; trans-1,2-Dihydrobenzene-1,2-diol + NADP+ <=> Catechol + NADPH + H+",Reaction,Reactions,,
R00815,"phenol,NADPH:oxogen oxidoreductase (2-hydroxylating); Phenol + Oxygen + NADPH + H+ <=> Catechol + NADP+ + H2O",Reaction,Reactions,,
R00816,"catechol:oxygen 2,3-oxidoreductase (decyclizing); Catechol + Oxygen <=> 2-Hydroxymuconate semialdehyde",Reaction,Reactions,,
R00817,"catechol:oxygen 1,2-oxidoreductase(decyclizing); Catechol + Oxygen <=> cis,cis-Muconate",Reaction,Reactions,,
R00818,"salicylate,NADH:oxygen oxidoreductase (1-hydroxylating, decarboxylating); Salicylate + Oxygen + NADH + H+ <=> Catechol + CO2 + NAD+ + H2O",Reaction,Reactions,,
R00821,"2,3-dihydroxybenzoate carboxy-lyase; 2,3-Dihydroxybenzoate <=> Catechol + CO2",Reaction,Reactions,,
R00822,"3,4-dihydroxybenzoate carboxy-lyase (catechol-forming); protocatechuate carboxy-lyase; 3,4-Dihydroxybenzoate <=> Catechol + CO2",Reaction,Reactions,,
R00823,"anthranilate,NADH:oxygen oxidoreductase (1,2-hydroxylating, deaminating, decarboxylating); Anthranilate + Oxygen + NADH + H+ <=> Catechol + Ammonia + CO2 + NAD+",Reaction,Reactions,,
R00825,"anthranilate,NADPH:oxygen oxidoreductase (1,2-hydroxylating, deaminating, decarboxylating); Anthranilate + Oxygen + NADPH + H+ <=> Catechol + Ammonia + CO2 + NADP+",Reaction,Reactions,,
R00827,S-adenosyl-L-methionine:catechol O-methyltransferase; S-Adenosyl-L-methionine + Catechol <=> S-Adenosyl-L-homocysteine + o-Methoxyphenol,Reaction,Reactions,,
R00828,"2-nitrophenol,NADPH:oxygen 2-oxidoreductase (2-hydroxylating, nitrite-forming); 2-Nitrophenol + Oxygen + 2 NADPH + 2 H+ <=> Catechol + Nitrite + 2 NADP+ + H2O",Reaction,Reactions,,
R00829,succinyl-CoA:acetyl-CoA C-acyltransferase; beta-ketoadipyl-CoA thiolase; Succinyl-CoA + Acetyl-CoA <=> CoA + 3-Oxoadipyl-CoA,Reaction,Reactions,,
R00830,succinyl-CoA:glycine C-succinyltransferase (decarboxylating); Succinyl-CoA + Glycine <=> 5-Aminolevulinate + CoA + CO2,Reaction,Reactions,,
R00832,succinyl-CoA:L-arginine N2-succinyltransferase; Succinyl-CoA + L-Arginine <=> CoA + N2-Succinyl-L-arginine,Reaction,Reactions,,
R00833,(R)-methylmalonyl-CoA CoA-carbonylmutase; (R)-Methylmalonyl-CoA <=> Succinyl-CoA,Reaction,Reactions,,
R00834,D-sorbitol 6-phosphate:NADP+ 1-oxidoreductase; Sorbitol 6-phosphate + NADP+ <=> D-Glucose 6-phosphate + NADPH + H+,Reaction,Reactions,,
R00835,"D-glucose-6-phosphate:NADP+ 1-oxidoreductase; D-Glucose 6-phosphate + NADP+ <=> D-Glucono-1,5-lactone 6-phosphate + NADPH + H+",Reaction,Reactions,,
R00836,"UDP-glucose:D-glucose-6-phosphate 1-alpha-D-glucosyltransferase; UDP-glucose + D-Glucose 6-phosphate <=> UDP + alpha,alpha'-Trehalose 6-phosphate",Reaction,Reactions,,
R00837,"alpha,alpha-trehalose-6-phosphate phosphoglucohydrolase; H2O + alpha,alpha'-Trehalose 6-phosphate <=> D-Glucose + D-Glucose 6-phosphate",Reaction,Reactions,,
R00838,maltose-6'-phosphate 6-phosphoglucohydrolase; H2O + Maltose 6'-phosphate <=> D-Glucose + D-Glucose 6-phosphate,Reaction,Reactions,,
R00839,"6-phospho-beta-D-glucosyl-(1->4)-D-glucose 6-phosphoglucohydrolase; 6-Phospho-beta-D-glucosyl-(1,4)-D-glucose + H2O <=> D-Glucose + D-Glucose 6-phosphate",Reaction,Reactions,,
R00841,sn-glycerol-3-phosphate phosphohydrolase; sn-Glycerol 3-phosphate + H2O <=> Glycerol + Orthophosphate,Reaction,Reactions,,
R00842,sn-glycerol-3-phosphate:NAD+ 2-oxidoreductase; sn-Glycerol 3-phosphate + NAD+ <=> Glycerone phosphate + NADH + H+,Reaction,Reactions,,
R00844,sn-glycerol-3-phosphate:NADP+ 2-oxidoreductase; sn-Glycerol 3-phosphate + NADP+ <=> Glycerone phosphate + NADPH + H+,Reaction,Reactions,,
